Row ID,Order Priority,Discount,Unit Price,Customer ID,Customer Name,Customer Segment,Product Category,Product Sub-Category,Product Name,City,Order Weekday,Weekday helper,Profit,Quantity ordered new,Sales,Order ID,Order returned,Order Date,,,
25409,High,0.03,124.49,1554,Joan Floyd,Consumer,Furniture,Tables,Bevis 36 x 72 Conference Tables,Wroclaw,Friday,5.00,-4.018,7,894.88,87487,FALSE,2015-02-13,,,
18294,Not Specified,0.06,2.89,1556,Carol Wood,Consumer,Office Supplies,Labels,Avery 482,Wroclaw,Monday,1.00,-2.0097,6,16.67,87425,FALSE,2015-06-01,,,
18295,Not Specified,0.08,22.84,1556,Carol Wood,Consumer,Office Supplies,Paper,Xerox 1964,Wroclaw,Monday,1.00,-477.372,9,195.16,87425,FALSE,2015-06-01,,,
18511,Low,0.09,60.98,1557,James Nicholson,Consumer,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Wroclaw,Wednesday,3.00,-954.758,15,879.62,87426,FALSE,2015-03-25,,,
18512,Low,0.05,29.89,1557,James Nicholson,Consumer,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Wroclaw,Wednesday,3.00,219.4734,12,361.19,87426,FALSE,2015-03-25,,,
26229,Critical,0.1,226.67,1559,Zachary Maynard,Consumer,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,Wroclaw,Wednesday,3.00,-390.768,5,1088.26,87424,FALSE,2015-04-15,,,
19130,High,0.02,11.34,1561,Edwin Coley,Corporate,Office Supplies,Paper,Staples 1 Part Blank Computer Paper,Krakow,Sunday,7.00,-155.21,9,105.75,88093,FALSE,2015-03-01,,,
19208,Critical,0.05,12.2,1561,Edwin Coley,Corporate,Furniture,Office Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,Krakow,Monday,1.00,-6.642,5,63.93,88094,FALSE,2015-04-13,,,
20464,Medium,0.07,20.95,1574,Sherry Hurley,Consumer,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Wroclaw,Monday,1.00,27.234,19,391.4,86966,FALSE,2015-02-09,,,
22127,Low,0.1,11.58,1580,Ronnie Nolan,Corporate,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Lodz,Monday,1.00,-8.398,1,14.53,90934,FALSE,2015-02-16,,,
25013,Medium,0.03,19.04,1590,Lucille Buchanan,Corporate,Furniture,Office Furnishings,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",Lodz,Saturday,6.00,83.7936,7,144.03,86668,FALSE,2015-04-04,,,
25011,Medium,0.02,5.53,1593,Ronald O'Neill,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Krakow,Saturday,6.00,-77.82372,8,48.81,86668,FALSE,2015-04-04,,,
21059,High,0.01,500.98,1595,Chad Henson,Corporate,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Lodz,Monday,1.00,5078.538,14,7360.2,90796,FALSE,2015-05-11,,,
21060,High,0.08,9.77,1595,Chad Henson,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,Lodz,Monday,1.00,23.276,9,89.06,90796,FALSE,2015-05-11,,,
21061,High,0.09,3.28,1595,Chad Henson,Corporate,Office Supplies,Pens & Art Supplies,Newell 329,Lodz,Monday,1.00,17.754,42,134.97,90796,FALSE,2015-05-11,,,
21928,Critical,0.1,9.11,1602,Frank Hess,Home Office,Office Supplies,Paper,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Lodz,Friday,5.00,-3.9312,2,17.42,89680,FALSE,2015-04-10,,,
23533,Critical,0.09,2.18,1603,Alex Watkins,Small Business,Office Supplies,Rubber Bands,Stockwell Push Pins,Lodz,Friday,5.00,2.4548,9,19.12,89679,FALSE,2015-01-16,,,
23534,Critical,0.05,179.29,1603,Alex Watkins,Small Business,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Lodz,Friday,5.00,-537.2797773,1,186.64,89679,FALSE,2015-01-16,,,
18450,Medium,0.05,1.98,1606,Don Rogers,Home Office,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Lodz,Wednesday,3.00,-14.35982,1,3.53,87993,FALSE,2015-01-07,,,
18451,Medium,0.07,699.99,1606,Don Rogers,Home Office,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Lodz,Wednesday,3.00,-2870.2776,1,706.56,87993,FALSE,2015-01-07,,,
18452,Medium,0.07,6783.02,1606,Don Rogers,Home Office,Technology,Office Machines,Polycom ViewStation™ ISDN Videoconferencing Unit,Lodz,Wednesday,3.00,77.9836,2,13121.07,87993,FALSE,2015-01-07,,,
22921,Not Specified,0.01,15.16,1607,Kathleen Huang Hall,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Lodz,Wednesday,3.00,-200.859,7,110.93,87994,FALSE,2015-04-15,,,
24951,Low,0.1,5.68,1607,Kathleen Huang Hall,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Preferred Stainless Steel Scissors,Lodz,Friday,5.00,-33.2956,21,118.35,87995,FALSE,2015-02-06,,,
22682,High,0.03,2.16,1609,Jerry Ennis,Consumer,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Warsaw,Monday,1.00,-90.5855,7,17.31,87824,FALSE,2015-05-11,,,
22683,High,0.03,9.71,1609,Jerry Ennis,Consumer,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Warsaw,Monday,1.00,-36.9,2,23.56,87824,FALSE,2015-05-11,,,
18394,Low,0.06,40.97,1614,Wayne Lutz,Consumer,Technology,Computer Peripherals,"TDK 4.7GB DVD-R Spindle, 15/Pack",Lodz,Wednesday,3.00,341.1981,12,494.49,87823,FALSE,2015-04-08,,,
19501,High,0.09,12.88,1618,June Roberts,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Krakow,Monday,1.00,-175.13,13,158.13,90248,FALSE,2015-04-06,,,
19502,High,0.02,45.99,1620,Gerald Petty,Consumer,Technology,Telephones and Communication,600 Series Non-Flip,Lodz,Monday,1.00,3.96,4,163.01,90248,FALSE,2015-04-06,,,
23750,High,0.06,15.01,1623,Patrick Adcock,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Krakow,Sunday,7.00,1.6169,22,333.04,87611,FALSE,2015-05-24,,,
23751,High,0.09,40.48,1623,Patrick Adcock,Small Business,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Krakow,Sunday,7.00,65.394,12,472.44,87611,FALSE,2015-05-24,,,
23752,High,0.05,12.28,1623,Patrick Adcock,Small Business,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Krakow,Sunday,7.00,1.336,1,18.73,87611,FALSE,2015-05-24,,,
21145,Medium,0.08,213.45,1625,Molly Browning,Home Office,Technology,Office Machines,Panasonic KX-P2130 Dot Matrix Printer,Lodz,Friday,5.00,1674.7542,12,2427.18,90600,FALSE,2015-03-27,,,
21146,Medium,0.1,55.98,1625,Molly Browning,Home Office,Office Supplies,Paper,Xerox 1882,Lodz,Friday,5.00,300.0465,8,434.85,90600,FALSE,2015-03-27,,,
21147,Medium,0,16.06,1625,Molly Browning,Home Office,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Lodz,Friday,5.00,-28.09,1,19.16,90600,FALSE,2015-03-27,,,
21270,Medium,0,209.37,1625,Molly Browning,Home Office,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,Lodz,Monday,1.00,-263.1119291,11,1959.88,90601,FALSE,2015-02-16,,,
23604,High,0.06,43.57,1627,Aaron Day,Corporate,Office Supplies,Storage & Organization,"Trav-L-File Heavy-Duty Shuttle II, Black",Wroclaw,Thursday,4.00,-38.808,17,710.16,90602,FALSE,2015-05-28,,,
19769,High,0.08,8.09,1632,Lori Wolfe,Home Office,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black",Wroclaw,Thursday,4.00,15.984,6,48.25,90530,FALSE,2015-01-15,,,
20359,High,0.02,25.99,1632,Lori Wolfe,Home Office,Office Supplies,Pens & Art Supplies,"BOSTON® Ranger® #55 Pencil Sharpener, Black",Wroclaw,Wednesday,3.00,-88.158,9,243.24,90533,FALSE,2015-04-15,,,
24786,Not Specified,0.03,5.98,1633,Gerald Raynor,Home Office,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Wroclaw,Tuesday,2.00,-76.1068,6,38.54,90531,FALSE,2015-02-10,,,
26340,Not Specified,0.08,100.97,1634,Katherine W Epstein,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Wroclaw,Thursday,4.00,-73.49412,15,1483.16,90532,FALSE,2015-04-09,,,
19144,Critical,0.08,115.99,1636,Sidney Greenberg,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Warsaw,Wednesday,3.00,-272.860884,5,562.93,89704,FALSE,2015-01-14,,,
19145,Critical,0.08,4.28,1636,Sidney Greenberg,Home Office,Office Supplies,Pens & Art Supplies,Newell 336,Warsaw,Wednesday,3.00,10.5792,7,29.18,89704,FALSE,2015-01-14,,,
20869,High,0.04,136.98,1636,Sidney Greenberg,Home Office,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Warsaw,Monday,1.00,1127.5497,12,1634.13,89706,FALSE,2015-01-12,,,
26109,Critical,0.08,55.48,1639,Marvin Rollins,Home Office,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Lodz,Thursday,4.00,147.7566,4,214.14,89705,FALSE,2015-02-26,,,
18274,Low,0.09,107.53,1644,Sam Woodward,Small Business,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Krakow,Sunday,7.00,69.5451,1,100.79,87342,FALSE,2015-06-14,,,
24265,Not Specified,0.06,3.29,1646,Eugene Brewer Knox,Small Business,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Lodz,Sunday,7.00,8.53,11,35.97,90932,FALSE,2015-03-15,,,
21947,Critical,0.08,46.89,1648,Nina Bowles,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Krakow,Wednesday,3.00,507.633,17,735.7,91043,FALSE,2015-03-25,,,
21948,Critical,0.05,12.98,1648,Nina Bowles,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Krakow,Wednesday,3.00,38.23,18,225.59,91043,FALSE,2015-03-25,,,
20603,Critical,0.03,48.58,1649,Roy Hardison,Corporate,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Lodz,Tuesday,2.00,100.1328,3,145.12,91041,FALSE,2015-02-24,,,
24016,High,0.05,6.48,1650,Dan Lamm,Corporate,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",Wroclaw,Saturday,6.00,15.096,15,94.27,91042,FALSE,2015-05-09,,,
24017,High,0.09,12.53,1650,Dan Lamm,Corporate,Office Supplies,Labels,Avery 485,Wroclaw,Saturday,6.00,14.9124,7,82.21,91042,FALSE,2015-05-09,,,
24019,High,0.08,65.99,1650,Dan Lamm,Corporate,Technology,Telephones and Communication,i270,Wroclaw,Saturday,6.00,-135.226,8,417.47,91042,FALSE,2015-05-09,,,
19251,Not Specified,0,101.41,1653,Charles Cline,Corporate,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Warsaw,Saturday,6.00,-457.73,10,1104.32,89885,FALSE,2015-01-24,,,
19252,Not Specified,0.1,95.99,1653,Charles Cline,Corporate,Technology,Telephones and Communication,T60,Warsaw,Saturday,6.00,-268.664,2,149.8,89885,FALSE,2015-01-24,,,
24187,High,0.1,3.6,1665,Elsie Pridgen,Consumer,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Warsaw,Thursday,4.00,-8.28,2,6.97,90678,FALSE,2015-02-26,,,
21491,Low,0.03,35.41,1670,Carolyn Bowling,Small Business,Technology,Computer Peripherals,Imation DVD-RAM discs,Wroclaw,Friday,5.00,1912.422,10,367.52,86722,FALSE,2015-04-24,,,
21492,Low,0,142.86,1670,Carolyn Bowling,Small Business,Office Supplies,Storage & Organization,Letter Size Cart,Wroclaw,Friday,5.00,-739.326,11,1576.35,86722,FALSE,2015-04-24,,,
23578,Low,0.1,4.13,1671,Mitchell Ross,Small Business,Office Supplies,Labels,Avery 491,Wroclaw,Monday,1.00,-40.53,13,52.16,86724,FALSE,2015-02-09,,,
22007,Critical,0.03,223.98,1671,Mitchell Ross,Small Business,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL200 Manual Binding Machine,Wroclaw,Tuesday,2.00,0.696,21,4881.84,86725,FALSE,2015-05-12,,,
25066,Low,0.02,284.98,1672,Sidney Scarborough,Small Business,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Wroclaw,Sunday,7.00,15.528,3,926.3,86723,FALSE,2015-06-07,,,
25067,Low,0.08,55.48,1672,Sidney Scarborough,Small Business,Office Supplies,Paper,Xerox 194,Wroclaw,Sunday,7.00,-225.5638,17,942.53,86723,FALSE,2015-06-07,,,
18150,Medium,0.07,13.73,1679,Jeanne Nguyen,Consumer,Furniture,Office Furnishings,DAX Wood Document Frame.,Lodz,Friday,5.00,-22.72,21,276.64,86646,FALSE,2015-03-20,,,
23524,Low,0.09,30.98,1680,Esther Whitaker,Consumer,Office Supplies,Envelopes,Staples Colored Interoffice Envelopes,Lodz,Sunday,7.00,-163.53,18,514.62,86645,FALSE,2015-05-03,,,
23525,Low,0.03,49.34,1680,Esther Whitaker,Consumer,Furniture,Office Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,Lodz,Sunday,7.00,554.77,17,817.32,86645,FALSE,2015-05-03,,,
1976,Not Specified,0.04,6.28,1682,Julie Edwards,Consumer,Furniture,Office Furnishings,Eldon® 200 Class™ Desk Accessories,Krakow,Saturday,6.00,-38.38,43,284.48,14115,FALSE,2015-02-14,,,
5358,Not Specified,0.08,4.98,1682,Julie Edwards,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Krakow,Saturday,6.00,-56.35,47,225.98,38080,FALSE,2015-03-14,,,
19976,Not Specified,0.04,6.28,1683,Wesley Corbett,Consumer,Furniture,Office Furnishings,Eldon® 200 Class™ Desk Accessories,Krakow,Saturday,6.00,-19.9576,11,72.77,90612,FALSE,2015-02-14,,,
23358,Not Specified,0.08,4.98,1683,Wesley Corbett,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Krakow,Saturday,6.00,-56.35,12,57.7,90613,FALSE,2015-03-14,,,
19751,Low,0.08,2.08,1686,Lynn O'Donnell,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Krakow,Tuesday,2.00,-129.01,9,19.67,86973,FALSE,2015-03-03,,,
25690,High,0,48.91,1689,Larry Church,Corporate,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Krakow,Tuesday,2.00,-628.38,10,514.79,91077,FALSE,2015-03-24,,,
22798,Low,0.05,115.99,1690,Neil Bailey,Corporate,Technology,Telephones and Communication,636,Lodz,Saturday,6.00,616.5357,9,893.53,91076,FALSE,2015-01-24,,,
23626,Not Specified,0.09,95.43,1690,Neil Bailey,Corporate,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Lodz,Monday,1.00,-143.235,22,2053.6,91078,FALSE,2015-06-01,,,
19481,Not Specified,0,6.84,1692,Rhonda Schroeder,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Krakow,Friday,5.00,-123.1816,5,37.89,90189,FALSE,2015-01-23,,,
19482,Not Specified,0.07,30.98,1693,Melinda Thornton,Consumer,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Wroclaw,Friday,5.00,-28.798,11,343.79,90189,FALSE,2015-01-23,,,
21262,Low,0.01,15.67,1693,Melinda Thornton,Consumer,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Wroclaw,Monday,1.00,-273.98,11,188.09,90190,FALSE,2015-05-11,,,
24941,Medium,0,13.43,1697,Holly Osborne,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Wroclaw,Friday,5.00,-253.778,9,129.54,86338,FALSE,2015-01-16,,,
18275,Low,0.05,3.98,1699,Joseph Hurst,Small Business,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Lodz,Wednesday,3.00,-152.5245,12,49.44,87345,FALSE,2015-03-25,,,
18276,Low,0.01,6.48,1699,Joseph Hurst,Small Business,Office Supplies,Paper,Xerox 207,Lodz,Wednesday,3.00,-18.85,2,14.29,87345,FALSE,2015-03-25,,,
24158,Medium,0.05,14.81,1702,Sandra Berry,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Wroclaw,Saturday,6.00,-220.052,3,45.28,90473,FALSE,2015-01-17,,,
24159,Medium,0.05,4.2,1702,Sandra Berry,Home Office,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wroclaw,Saturday,6.00,20.39337,3,13.57,90473,FALSE,2015-01-17,,,
25761,Medium,0.05,5.68,1708,Lillian Day,Small Business,Office Supplies,Envelopes,Staples Standard Envelopes,Lodz,Saturday,6.00,38.2812,10,55.48,88781,FALSE,2015-01-17,,,
26037,Not Specified,0.03,205.99,1708,Lillian Day,Small Business,Technology,Telephones and Communication,6185,Lodz,Wednesday,3.00,3670.3515,29,5319.35,88784,FALSE,2015-05-20,,,
23822,Not Specified,0.01,14.28,1709,Dennis Bowen,Consumer,Office Supplies,Binders and Binder Accessories,Avery Premier Heavy-Duty Binder with Round Locking Rings,Lodz,Wednesday,3.00,21.0035,2,30.44,88782,FALSE,2015-01-21,,,
24577,Medium,0.04,95.43,1709,Dennis Bowen,Small Business,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Lodz,Sunday,7.00,13.536,33,3251.76,88783,FALSE,2015-05-10,,,
19287,Not Specified,0.07,7.59,1711,Sharon Long,Corporate,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wroclaw,Monday,1.00,-167.048,3,22.48,87747,FALSE,2015-03-16,,,
21655,Low,0.03,11.66,1712,Regina Langley,Corporate,Office Supplies,Pens & Art Supplies,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Wroclaw,Saturday,6.00,-31.094,22,267.32,87749,FALSE,2015-04-11,,,
25078,High,0.01,23.99,1713,Rosemary Stark,Corporate,Technology,Office Machines,TI 36X Solar Scientific Calculator,Wroclaw,Friday,5.00,-6.202,11,284.39,87748,FALSE,2015-05-29,,,
19884,Low,0.01,300.98,1718,Kathy Shah,Consumer,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Wroclaw,Sunday,7.00,-48.874,3,974.14,90621,FALSE,2015-03-08,,,
20619,Medium,0.06,16.48,1719,Russell W Melton,Corporate,Technology,Computer Peripherals,Maxell DVD-RAM Discs,Wroclaw,Saturday,6.00,-144.592,8,128.13,90786,FALSE,2015-01-17,,,
22596,High,0.04,12.44,1721,Jennifer Zimmerman,Corporate,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Wroclaw,Saturday,6.00,-258.566,37,464.94,90787,FALSE,2015-05-16,,,
5670,Low,0.1,49.99,1723,Constance Flowers,Corporate,Technology,Computer Peripherals,US Robotics 56K V.92 Internal PCI Faxmodem,Warsaw,Saturday,6.00,13.508,46,2188.06,40101,FALSE,2015-01-31,,,
6212,Medium,0.05,6.68,1723,Constance Flowers,Corporate,Office Supplies,Paper,Xerox 1923,Warsaw,Saturday,6.00,-66.48,46,320.93,44002,FALSE,2015-02-07,,,
6213,Medium,0.03,17.7,1723,Constance Flowers,Corporate,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Warsaw,Saturday,6.00,-52.33,14,261.85,44002,FALSE,2015-02-07,,,
4596,High,0.04,12.44,1723,Constance Flowers,Corporate,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Warsaw,Saturday,6.00,-59.06,146,1834.61,32710,FALSE,2015-05-16,,,
18244,High,0.05,35.99,1725,Linda Blake,Corporate,Technology,Telephones and Communication,Accessory35,Lodz,Thursday,4.00,149.166,9,261.56,87193,FALSE,2015-05-07,,,
24872,Not Specified,0.1,14.98,1727,Juanita Ballard,Small Business,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Lodz,Wednesday,3.00,-76.9,8,114.81,87194,FALSE,2015-01-21,,,
26066,High,0.04,55.48,1728,Carrie Lewis,Corporate,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Lodz,Sunday,7.00,376.8849,10,546.21,87195,FALSE,2015-02-22,,,
24545,High,0.1,65.99,1730,Kerry Wilkerson,Small Business,Technology,Telephones and Communication,StarTAC 7760,Warsaw,Tuesday,2.00,-88.6248,5,272.86,90653,FALSE,2015-04-07,,,
566,Not Specified,0.02,60.98,1733,Nina Horne Kelly,Small Business,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Lodz,Saturday,6.00,-662.52,34,2119.54,3841,FALSE,2015-04-04,,,
567,Not Specified,0.02,1270.99,1733,Nina Horne Kelly,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Lodz,Saturday,6.00,9228.2256,36,45737.33,3841,FALSE,2015-04-04,,,
8389,High,0.02,30.98,1733,Nina Horne Kelly,Small Business,Office Supplies,Paper,Xerox 197,Lodz,Sunday,7.00,-32.28,13,438.25,59937,TRUE,2015-06-28,,,
18566,Not Specified,0.02,60.98,1734,Christopher Meadows,Small Business,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Lodz,Saturday,6.00,-596.268,9,561.06,88443,FALSE,2015-04-04,,,
18567,Not Specified,0.02,1270.99,1734,Christopher Meadows,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Lodz,Saturday,6.00,7889.6877,9,11434.33,88443,FALSE,2015-04-04,,,
18568,Not Specified,0.05,205.99,1734,Christopher Meadows,Small Business,Technology,Telephones and Communication,StarTAC 8000,Lodz,Saturday,6.00,1545.80976,19,3229.24,88443,FALSE,2015-04-04,,,
26389,High,0.02,30.98,1735,Eric West,Small Business,Office Supplies,Paper,Xerox 197,Lodz,Sunday,7.00,-16.14,3,101.13,88444,FALSE,2015-06-28,,,
18012,Not Specified,0.09,30.93,1737,Danielle Myers,Corporate,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Wroclaw,Wednesday,3.00,-130.424,16,451.83,85866,FALSE,2015-06-03,,,
18013,Not Specified,0.03,1.68,1737,Danielle Myers,Corporate,Office Supplies,Pens & Art Supplies,Newell 308,Wroclaw,Wednesday,3.00,-106.421,11,20.24,85866,FALSE,2015-06-03,,,
18306,Medium,0.08,175.99,1738,Dean Solomon,Corporate,Technology,Telephones and Communication,5165,Wroclaw,Saturday,6.00,-16476.838,10,1486.34,85865,FALSE,2015-03-28,,,
18804,Low,0.04,35.44,1738,Dean Solomon,Corporate,Office Supplies,Paper,Xerox 1880,Wroclaw,Sunday,7.00,-108.2725,11,406.26,85868,FALSE,2015-06-14,,,
22593,High,0.09,349.45,1739,Edna Pierce,Corporate,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Wroclaw,Sunday,7.00,-90.748,17,5835.41,85867,FALSE,2015-05-03,,,
20591,Medium,0,55.99,1743,Paige Jacobs,Consumer,Technology,Telephones and Communication,Accessory28,Krakow,Thursday,4.00,-121.05808,1,52.1,91025,FALSE,2015-02-12,,,
2571,Not Specified,0.02,4.13,1745,Herbert Holden,Home Office,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Wroclaw,Friday,5.00,-51.737,9,45.87,18561,FALSE,2015-01-09,,,
1863,Low,0.04,60.65,1745,Herbert Holden,Home Office,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Wroclaw,Saturday,6.00,116.5063,4,256.77,13408,FALSE,2015-02-14,,,
1692,High,0.04,124.49,1745,Herbert Holden,Consumer,Furniture,Tables,Bevis 36 x 72 Conference Tables,Wroclaw,Friday,5.00,-247.55157,4,605.82,12224,FALSE,2015-06-12,,,
1693,High,0.1,35.99,1745,Herbert Holden,Consumer,Technology,Telephones and Communication,Accessory17,Wroclaw,Friday,5.00,-277.20924,54,1569,12224,FALSE,2015-06-12,,,
19692,High,0.04,124.49,1748,Helen Simpson,Consumer,Furniture,Tables,Bevis 36 x 72 Conference Tables,Krakow,Friday,5.00,-93.0645,1,151.46,87245,FALSE,2015-06-12,,,
20571,Not Specified,0.02,4.13,1749,Sherri P Stephens,Home Office,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Krakow,Friday,5.00,-48.236,2,10.19,87243,FALSE,2015-01-09,,,
19863,Low,0.04,60.65,1749,Sherri P Stephens,Home Office,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Krakow,Saturday,6.00,44.2911,1,64.19,87244,FALSE,2015-02-14,,,
19477,Low,0.04,8.5,1754,Nelson Hong,Consumer,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Warsaw,Friday,5.00,43.2752,14,118.57,90178,FALSE,2015-02-27,,,
19478,Low,0.1,15.99,1754,Nelson Hong,Consumer,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Warsaw,Friday,5.00,-36.21462,5,79.47,90178,FALSE,2015-02-27,,,
19479,Low,0.09,95.99,1754,Nelson Hong,Consumer,Technology,Telephones and Communication,600 Series Flip,Warsaw,Friday,5.00,7.03296,8,627.28,90178,FALSE,2015-02-27,,,
25920,High,0,115.99,1764,Michele Bradshaw,Consumer,Technology,Telephones and Communication,8890,Wroclaw,Thursday,4.00,-16.772,11,1160.42,89775,FALSE,2015-01-22,,,
25608,High,0.06,19.98,1764,Michele Bradshaw,Consumer,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Wroclaw,Sunday,7.00,514.1772,5,103.37,89776,FALSE,2015-03-01,,,
25609,High,0.08,1.76,1764,Michele Bradshaw,Consumer,Furniture,Office Furnishings,Regeneration Desk Collection,Wroclaw,Sunday,7.00,235.656,23,40.22,89776,FALSE,2015-03-01,,,
25054,Not Specified,0,5.77,1765,Ralph Woods Scott,Consumer,Office Supplies,Binders and Binder Accessories,Avery Binding System Hidden Tab™ Executive Style Index Sets,Krakow,Monday,1.00,3.5581,8,52.43,89777,FALSE,2015-05-04,,,
20636,Critical,0.01,50.98,1767,Robert Rollins,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Wroclaw,Thursday,4.00,5.3397,16,818.49,89211,FALSE,2015-03-26,,,
